pendaftarID,dateID,jalurID,departemenID,statusID,nilaiRapor,nilaiPortofolio,nilaiPrestasi,nilaiTKA,nilaiSAT,nilaiCambridge
5024,7708,4,21,11,81,0,0,0,811,173
5025,7713,4,29,11,74,0,0,0,1148,686
5026,7710,4,30,11,80,0,0,0,640,542
5027,7705,4,8,11,79,0,0,0,1411,626
5028,7729,4,1,11,87,0,0,0,1357,245
5029,7716,4,3,11,79,0,0,0,471,549
5030,7722,4,8,11,83,0,0,0,1281,274
5031,7720,4,24,11,85,0,0,0,1045,247
5032,7729,4,19,11,84,0,0,0,858,497
5033,7708,4,32,17,80,0,0,0,730,528
5034,7721,4,23,11,85,0,0,0,921,484
5035,7725,4,33,11,81,0,0,0,1522,414
5036,7726,4,12,11,85,0,0,0,1310,155
5037,7713,4,1,11,82,0,0,0,1363,545
5038,7708,4,22,11,87,0,0,0,1548,338
5039,7723,4,2,11,80,0,0,0,1427,588
5040,7704,4,6,11,82,0,0,0,808,585
5041,8086,4,13,17,77,0,0,0,577,291
5042,8085,4,36,17,82,0,0,0,509,313
5043,8079,4,13,11,81,0,0,0,968,671
5044,8087,4,24,17,83,0,0,0,460,641
5045,8077,4,13,11,82,0,0,0,767,501
5046,8081,4,7,11,78,0,0,0,1240,320
5047,8070,4,16,11,84,0,0,0,1588,538
5048,8070,4,36,17,85,0,0,0,1234,407
5049,8088,4,18,11,85,0,0,0,966,302
5050,8093,4,17,11,84,0,0,0,985,172
5051,8093,4,6,11,84,0,0,0,1048,631
5052,8075,4,3,11,80,0,0,0,1376,210
5053,8089,4,12,11,84,0,0,0,746,594
5054,8081,4,15,11,81,0,0,0,1255,230
5055,8081,4,34,17,79,0,0,0,1371,201
5056,8089,4,35,17,81,0,0,0,563,698
5057,8070,4,5,11,84,0,0,0,407,539
5058,8085,4,2,11,81,0,0,0,692,602
5059,8088,4,23,11,81,0,0,0,920,280
5060,8069,4,31,11,85,0,0,0,1215,537
5061,8077,4,25,11,79,0,0,0,616,572
5062,8074,4,8,11,83,0,0,0,958,280
5063,8076,4,5,11,80,0,0,0,696,282
5064,8088,4,11,11,81,0,0,0,921,549
5065,8093,4,26,11,82,0,0,0,690,458
5066,8089,4,14,11,84,0,0,0,1412,591
5067,8092,4,22,11,85,0,0,0,1257,248
5068,8083,4,11,11,82,0,0,0,997,196
5069,8074,4,36,17,85,0,0,0,1548,241
5070,8087,4,8,11,81,0,0,0,1008,327
5071,8089,4,4,11,83,0,0,0,517,418
5072,8088,4,26,11,83,0,0,0,1359,543
5073,8074,4,12,11,85,0,0,0,1585,491
5074,8071,4,9,11,79,0,0,0,680,407
5075,8086,4,36,17,80,0,0,0,862,631
5076,8069,4,3,11,81,0,0,0,1089,325
5077,8088,4,11,11,82,0,0,0,1301,317
5078,8094,4,20,11,81,0,0,0,539,544
5079,8087,4,14,11,85,0,0,0,1366,578
5080,8083,4,16,11,83,0,0,0,1507,322
5081,8073,4,13,11,87,0,0,0,1053,618
5082,8090,4,24,11,80,0,0,0,915,389
5083,8076,4,29,11,83,0,0,0,697,615
5084,8095,4,30,11,83,0,0,0,1438,499
5085,8074,4,5,11,79,0,0,0,1527,221
5086,8089,4,24,11,83,0,0,0,807,527
5087,8080,4,35,17,80,0,0,0,564,593
5088,8089,4,25,17,84,0,0,0,577,390
5089,8082,4,33,11,80,0,0,0,1060,561
5090,8087,4,27,11,77,0,0,0,1447,423
5091,8087,4,30,11,78,0,0,0,902,350
5092,8092,4,19,11,81,0,0,0,1204,284
5093,8093,4,25,11,80,0,0,0,1414,471
5094,8092,4,2,11,82,0,0,0,622,471
5095,8091,4,13,17,79,0,0,0,410,290
5096,8069,4,18,17,79,0,0,0,445,205
5097,8078,4,35,17,83,0,0,0,984,234
5098,8077,4,17,11,85,0,0,0,1232,609
5099,8073,4,13,11,84,0,0,0,451,650
5100,8091,4,6,11,82,0,0,0,834,158
5101,8443,4,30,17,77,0,0,0,535,274
5102,8441,4,18,11,84,0,0,0,1546,390
5103,8444,4,29,11,82,0,0,0,1523,606
5104,8443,4,31,11,84,0,0,0,1078,680
5105,8452,4,28,11,82,0,0,0,1370,227
5106,8440,4,30,11,85,0,0,0,945,580
5107,8460,4,9,11,85,0,0,0,1476,244
5108,8454,4,36,11,83,0,0,0,1298,384
5109,8437,4,6,11,82,0,0,0,1566,353
5110,8456,4,6,11,83,0,0,0,1114,212
5111,8459,4,34,11,84,0,0,0,920,455
5112,8443,4,31,11,85,0,0,0,1073,619
5113,8449,4,35,11,79,0,0,0,1117,600
5114,8443,4,3,11,81,0,0,0,1227,467
5115,8446,4,31,11,84,0,0,0,1314,257
5116,8448,4,29,11,86,0,0,0,580,271
5117,8451,4,31,11,82,0,0,0,1090,618
5118,8444,4,25,11,84,0,0,0,1346,407
5119,8458,4,26,11,80,0,0,0,1145,440
5120,8459,4,25,11,80,0,0,0,1176,661
5121,8438,4,17,11,84,0,0,0,1025,163
5122,8442,4,25,11,85,0,0,0,1246,239
5123,8458,4,19,11,84,0,0,0,723,398
5124,8452,4,13,11,76,0,0,0,1579,276
5125,8435,4,3,11,79,0,0,0,643,221
5126,8448,4,4,11,83,0,0,0,428,318
5127,8435,4,21,11,80,0,0,0,1287,184
5128,8452,4,1,11,79,0,0,0,755,655
5129,8439,4,13,11,83,0,0,0,1111,443
5130,8436,4,35,11,76,0,0,0,1230,432
5131,8437,4,24,11,85,0,0,0,928,539
5132,8447,4,16,11,82,0,0,0,798,666
5133,8454,4,33,17,82,0,0,0,1060,324
5134,8456,4,9,11,80,0,0,0,681,415
5135,8435,4,2,11,79,0,0,0,706,371
5136,8437,4,9,11,83,0,0,0,853,500
5137,8449,4,20,11,86,0,0,0,737,517
5138,8455,4,18,17,81,0,0,0,540,271
5139,8433,4,35,17,80,0,0,0,495,450
5140,8434,4,4,11,79,0,0,0,610,450
5141,8439,4,18,11,85,0,0,0,679,600
5142,8438,4,5,11,79,0,0,0,884,183
5143,8445,4,20,11,79,0,0,0,417,172
5144,8454,4,3,11,79,0,0,0,1229,604
5145,8433,4,8,11,80,0,0,0,710,348
5146,8446,4,14,11,86,0,0,0,794,188
5147,8452,4,25,17,83,0,0,0,1040,205
5148,8460,4,33,11,87,0,0,0,1483,226
5149,8435,4,13,11,79,0,0,0,814,369
5150,8456,4,28,11,79,0,0,0,1309,529
5151,8440,4,11,11,78,0,0,0,1266,643
5152,8441,4,24,17,79,0,0,0,887,302
5153,8444,4,34,17,81,0,0,0,508,300
5154,8438,4,36,17,81,0,0,0,424,649
5155,8448,4,22,11,76,0,0,0,1034,437
5156,8443,4,6,11,86,0,0,0,867,406
5157,8453,4,7,11,80,0,0,0,1203,626
5158,8439,4,26,17,80,0,0,0,605,462
5159,8448,4,11,11,80,0,0,0,747,618
5160,8442,4,1,11,81,0,0,0,1310,244
5161,8434,4,16,11,81,0,0,0,1013,698
5162,8460,4,35,11,85,0,0,0,1194,394
5163,8454,4,34,17,83,0,0,0,723,326
5164,8441,4,33,17,80,0,0,0,1325,299
5165,8456,4,28,11,85,0,0,0,1046,515
5166,8458,4,2,11,82,0,0,0,627,174
5167,8440,4,33,11,80,0,0,0,1115,604
5168,8434,4,32,11,86,0,0,0,1365,557
5169,8442,4,23,11,80,0,0,0,1176,438
5170,8440,4,28,11,81,0,0,0,1164,212
5171,8438,4,8,11,82,0,0,0,473,220
5172,8433,4,26,17,84,0,0,0,527,675
5173,8447,4,5,11,84,0,0,0,970,443
5174,8456,4,19,17,80,0,0,0,537,286
5175,8457,4,16,11,84,0,0,0,631,404
5176,8441,4,34,11,79,0,0,0,1315,675
5177,8455,4,8,11,86,0,0,0,1039,394
5178,8438,4,22,11,79,0,0,0,711,212
5179,8446,4,10,17,84,0,0,0,461,299
5180,8434,4,4,11,85,0,0,0,1483,261
5181,8457,4,10,11,80,0,0,0,1142,625
5182,8440,4,14,11,78,0,0,0,655,590
5183,8436,4,6,11,78,0,0,0,412,314
5184,8439,4,36,17,85,0,0,0,889,286
5185,8446,4,6,11,83,0,0,0,1475,512
5186,8454,4,31,11,81,0,0,0,551,658
5187,8457,4,18,11,82,0,0,0,1326,565
5188,8437,4,32,17,87,0,0,0,1207,475
5189,8440,4,18,11,81,0,0,0,1456,335
5190,8455,4,7,11,81,0,0,0,704,581
5191,8445,4,9,11,84,0,0,0,1262,606
5192,8454,4,31,17,81,0,0,0,483,613
5193,8448,4,2,11,90,0,0,0,965,266
5194,8441,4,29,11,89,0,0,0,939,638
5195,8455,4,4,11,83,0,0,0,622,367
5196,8452,4,17,11,85,0,0,0,1373,543
5197,8441,4,25,17,80,0,0,0,1244,172
5198,8442,4,19,11,80,0,0,0,1534,493
5199,8437,4,1,11,79,0,0,0,674,307
5200,8435,4,36,11,80,0,0,0,1021,595
5201,7724,4,38,17,82,0,0,0,1195,219
5202,7705,4,38,17,81,0,0,0,1026,452
5203,7710,4,38,11,83,0,0,0,1230,493
5204,7710,4,37,17,83,0,0,0,1051,616
5205,7707,4,37,17,82,0,0,0,403,307
5206,7722,4,37,17,82,0,0,0,1415,185
5207,7721,4,37,17,79,0,0,0,924,625
5208,7730,4,37,17,80,0,0,0,1072,586
5209,7727,4,38,17,81,0,0,0,511,425
5210,7704,4,38,17,80,0,0,0,574,509
5211,7725,4,37,17,80,0,0,0,1125,466
5212,7717,4,38,17,82,0,0,0,1111,265
5213,7711,4,38,17,81,0,0,0,1206,217
5214,7716,4,37,17,80,0,0,0,797,298
5215,7713,4,37,17,78,0,0,0,1277,217
5216,8077,4,37,17,89,0,0,0,432,509
5217,8072,4,37,11,83,0,0,0,1112,616
5218,8086,4,37,17,83,0,0,0,1325,186
5219,8089,4,37,11,81,0,0,0,1134,612
5220,8069,4,38,17,79,0,0,0,577,485
5221,8086,4,38,11,82,0,0,0,1400,365
5222,8071,4,37,17,80,0,0,0,600,563
5223,8093,4,38,17,80,0,0,0,813,645
5224,8074,4,37,17,82,0,0,0,545,696
5225,8079,4,37,17,81,0,0,0,945,553
5226,8088,4,37,11,81,0,0,0,1371,672
5227,8077,4,38,11,83,0,0,0,1355,664
5228,8072,4,37,17,82,0,0,0,583,254
5229,8074,4,37,11,84,0,0,0,1341,642
5230,8093,4,38,11,79,0,0,0,955,529
5231,8440,4,38,17,81,0,0,0,1048,532
5232,8437,4,38,11,79,0,0,0,1432,519
5233,8457,4,38,17,82,0,0,0,1351,389
5234,8439,4,38,17,83,0,0,0,1325,266
5235,8457,4,38,17,80,0,0,0,834,513
5236,8454,4,37,17,82,0,0,0,1037,429
5237,8442,4,37,17,80,0,0,0,549,343
5238,8454,4,37,17,84,0,0,0,591,693
5239,8460,4,38,11,82,0,0,0,1399,447
5240,8444,4,37,11,87,0,0,0,1344,654
5241,8450,4,37,17,83,0,0,0,690,473
5242,8436,4,37,11,82,0,0,0,1233,612
5243,8436,4,38,17,80,0,0,0,1061,340
5244,8450,4,37,11,86,0,0,0,1327,410
5245,8442,4,37,11,81,0,0,0,1283,546
5246,8439,4,37,17,79,0,0,0,1314,159
5247,8445,4,38,11,86,0,0,0,1549,278
5248,8450,4,38,17,81,0,0,0,632,375
5249,8452,4,37,17,80,0,0,0,904,500
5250,8452,4,38,11,79,0,0,0,1561,634
5251,7776,4,26,11,78,0,0,0,1373,581
5252,7772,4,4,11,79,0,0,0,671,476
5253,7763,4,10,11,87,0,0,0,659,384
5254,7789,4,28,11,83,0,0,0,1547,476
5255,7781,4,26,17,79,0,0,0,528,653
5256,7781,4,5,11,84,0,0,0,1466,264
5257,7771,4,20,11,76,0,0,0,1080,235
5258,7763,4,4,11,82,0,0,0,675,547
5259,7784,4,3,11,81,0,0,0,652,479
5260,7773,4,2,11,82,0,0,0,618,399
5261,7767,4,35,17,84,0,0,0,1293,280
5262,7785,4,21,11,82,0,0,0,1196,514
5263,7769,4,13,11,79,0,0,0,963,579
5264,7777,4,5,11,79,0,0,0,1297,341
5265,7776,4,15,11,80,0,0,0,636,169
5266,7774,4,32,11,83,0,0,0,662,690
5267,7784,4,14,11,83,0,0,0,839,476
5268,7768,4,4,11,81,0,0,0,1254,619
5269,7787,4,3,11,84,0,0,0,1396,204
5270,7767,4,17,11,83,0,0,0,1233,582
5271,7766,4,26,11,82,0,0,0,1515,501
5272,7766,4,20,11,84,0,0,0,1582,518
5273,7779,4,23,17,82,0,0,0,849,312
5274,7766,4,14,11,76,0,0,0,1231,542
5275,7783,4,8,11,83,0,0,0,1326,559
5276,7772,4,26,17,77,0,0,0,533,359
5277,7791,4,21,11,84,0,0,0,809,246
5278,7777,4,22,11,80,0,0,0,837,166
5279,7769,4,10,11,81,0,0,0,528,294
5280,7785,4,29,11,82,0,0,0,1330,613
5281,7780,4,1,11,84,0,0,0,1030,574
5282,7780,4,27,11,84,0,0,0,622,367
5283,7769,4,19,11,82,0,0,0,1285,175
5284,7784,4,26,11,80,0,0,0,1412,157
5285,7774,4,14,11,81,0,0,0,921,687
5286,7771,4,19,11,82,0,0,0,1595,628
5287,7776,4,35,17,82,0,0,0,1171,435
5288,7785,4,28,11,84,0,0,0,1150,378
5289,7775,4,5,11,83,0,0,0,669,334
5290,7781,4,35,17,79,0,0,0,1083,367
5291,8145,4,19,11,87,0,0,0,1404,231
5292,8140,4,18,11,85,0,0,0,1281,213
5293,8141,4,11,11,83,0,0,0,833,460
5294,8135,4,7,11,87,0,0,0,960,399
5295,8152,4,12,11,86,0,0,0,855,323
5296,8151,4,28,11,83,0,0,0,1040,178
5297,8131,4,1,11,84,0,0,0,696,374
5298,8153,4,16,11,84,0,0,0,681,550
5299,8139,4,18,11,87,0,0,0,1068,472
5300,8131,4,12,11,81,0,0,0,667,357
5301,8128,4,20,11,83,0,0,0,636,537
5302,8133,4,7,11,84,0,0,0,1485,615
5303,8134,4,36,17,79,0,0,0,870,456
5304,8132,4,23,11,84,0,0,0,444,411
5305,8153,4,7,11,83,0,0,0,1255,638
5306,8144,4,14,11,84,0,0,0,1125,169
5307,8145,4,24,17,79,0,0,0,493,470
5308,8153,4,30,11,79,0,0,0,844,258
5309,8134,4,6,11,77,0,0,0,1537,584
5310,8156,4,32,11,82,0,0,0,1447,234
5311,8147,4,18,11,84,0,0,0,1040,381
5312,8140,4,17,17,84,0,0,0,670,241
5313,8154,4,17,11,86,0,0,0,989,205
5314,8136,4,24,11,82,0,0,0,1470,543
5315,8138,4,28,11,81,0,0,0,837,328
5316,8129,4,21,11,86,0,0,0,587,209
5317,8141,4,14,11,83,0,0,0,793,694
5318,8131,4,36,17,82,0,0,0,1355,164
5319,8133,4,18,11,81,0,0,0,973,292
5320,8138,4,22,11,82,0,0,0,1407,342
5321,8155,4,19,11,83,0,0,0,1589,615
5322,8127,4,1,11,82,0,0,0,1462,361
5323,8149,4,18,11,82,0,0,0,1101,284
5324,8147,4,21,11,85,0,0,0,1200,581
5325,8154,4,8,11,83,0,0,0,774,479
5326,8135,4,17,11,79,0,0,0,813,221
5327,8127,4,2,11,80,0,0,0,1048,532
5328,8148,4,8,11,82,0,0,0,773,334
5329,8127,4,10,11,82,0,0,0,616,235
5330,8136,4,34,17,79,0,0,0,851,547
5331,8142,4,16,11,84,0,0,0,818,225
5332,8133,4,2,11,82,0,0,0,490,654
5333,8131,4,33,11,79,0,0,0,1010,183
5334,8141,4,1,11,84,0,0,0,427,310
5335,8152,4,16,11,83,0,0,0,1019,562
5336,8136,4,11,11,79,0,0,0,1314,236
5337,8143,4,13,11,80,0,0,0,675,393
5338,8128,4,35,17,79,0,0,0,1461,578
5339,8141,4,31,17,81,0,0,0,425,281
5340,8140,4,19,11,82,0,0,0,1476,509
5341,8149,4,30,17,83,0,0,0,528,423
5342,8156,4,27,11,82,0,0,0,1197,484
5343,8141,4,8,11,76,0,0,0,710,516
5344,8132,4,20,11,80,0,0,0,1244,406
5345,8156,4,13,11,82,0,0,0,1025,322
5346,8130,4,1,11,85,0,0,0,480,540
5347,8140,4,24,17,82,0,0,0,936,235
5348,8141,4,20,11,83,0,0,0,1103,664
5349,8135,4,31,17,85,0,0,0,527,275
5350,8148,4,29,11,82,0,0,0,501,348
5351,8520,4,16,11,80,0,0,0,1250,161
5352,8500,4,32,17,82,0,0,0,1323,582
5353,8504,4,15,11,80,0,0,0,1169,622
5354,8500,4,26,17,84,0,0,0,488,168
5355,8520,4,32,17,80,0,0,0,1112,604
5356,8518,4,10,11,84,0,0,0,617,211
5357,8520,4,6,11,82,0,0,0,1506,462
5358,8499,4,21,11,83,0,0,0,722,287
5359,8519,4,5,17,82,0,0,0,459,305
5360,8497,4,10,11,81,0,0,0,520,267
5361,8492,4,26,11,78,0,0,0,1355,384
5362,8511,4,12,11,80,0,0,0,1007,160
5363,8494,4,3,11,82,0,0,0,889,211
5364,8497,4,36,17,83,0,0,0,1011,206
5365,8501,4,25,17,79,0,0,0,845,644
5366,8518,4,20,11,85,0,0,0,1464,192
5367,8503,4,5,11,81,0,0,0,1400,253
5368,8494,4,30,11,83,0,0,0,1027,394
5369,8513,4,1,11,84,0,0,0,1297,408
5370,8514,4,36,11,81,0,0,0,1371,291
5371,8509,4,20,11,84,0,0,0,1298,283
5372,8506,4,17,11,78,0,0,0,1386,404
5373,8507,4,9,11,83,0,0,0,920,692
5374,8504,4,7,11,82,0,0,0,1534,495
5375,8518,4,32,11,84,0,0,0,1493,647
5376,8514,4,17,11,82,0,0,0,491,695
5377,8516,4,12,11,80,0,0,0,883,294
5378,8518,4,19,11,82,0,0,0,1519,360
5379,8512,4,12,11,76,0,0,0,1315,464
5380,8513,4,30,17,80,0,0,0,562,280
5381,8510,4,20,11,80,0,0,0,1300,543
5382,8504,4,12,11,83,0,0,0,1179,293
5383,8499,4,35,11,83,0,0,0,1380,322
5384,8509,4,19,11,79,0,0,0,970,409
5385,8506,4,7,11,81,0,0,0,402,429
5386,8497,4,29,11,81,0,0,0,1176,288
5387,8503,4,19,11,78,0,0,0,1596,152
5388,8506,4,35,17,80,0,0,0,434,190
5389,8521,4,34,11,85,0,0,0,1314,548
5390,8504,4,23,17,85,0,0,0,412,561
5391,8517,4,5,11,75,0,0,0,448,499
5392,8515,4,13,11,79,0,0,0,1008,636
5393,8493,4,18,17,81,0,0,0,695,282
5394,8521,4,26,11,84,0,0,0,1411,294
5395,8500,4,3,11,80,0,0,0,1280,534
5396,8506,4,15,11,83,0,0,0,1350,162
5397,8519,4,14,11,86,0,0,0,1031,455
5398,8514,4,1,11,86,0,0,0,874,291
5399,8502,4,19,17,78,0,0,0,581,511
5400,8503,4,5,11,84,0,0,0,840,594
5401,8515,4,21,11,78,0,0,0,994,490
5402,8513,4,2,11,80,0,0,0,914,312
5403,8521,4,24,11,75,0,0,0,1363,194
5404,8515,4,17,11,84,0,0,0,1412,409
5405,8517,4,18,11,83,0,0,0,583,584
5406,8516,4,25,11,80,0,0,0,1108,559
5407,8495,4,5,11,78,0,0,0,1494,611
5408,8515,4,5,11,84,0,0,0,1322,474
5409,8513,4,26,11,80,0,0,0,1056,434
5410,8517,4,32,17,78,0,0,0,1403,420
5411,8519,4,14,11,82,0,0,0,600,598
5412,8509,4,13,11,80,0,0,0,1140,264
5413,8519,4,18,17,80,0,0,0,870,190
5414,8495,4,35,11,83,0,0,0,1448,582
5415,8495,4,31,11,85,0,0,0,659,567
5416,8516,4,32,17,87,0,0,0,494,476
5417,8507,4,26,17,84,0,0,0,563,371
5418,8503,4,1,11,87,0,0,0,977,442
5419,8519,4,36,17,81,0,0,0,419,226
5420,8506,4,34,11,83,0,0,0,1246,348
5421,8499,4,1,11,82,0,0,0,882,223
5422,8493,4,25,11,87,0,0,0,1175,579
5423,8494,4,1,11,80,0,0,0,834,509
5424,8513,4,8,11,79,0,0,0,886,162
5425,8494,4,15,11,77,0,0,0,573,408
5426,8497,4,20,11,85,0,0,0,702,661
5427,8497,4,28,11,90,0,0,0,899,571
5428,8494,4,23,11,82,0,0,0,1039,273
5429,8498,4,27,11,88,0,0,0,1578,356
5430,8497,4,27,11,85,0,0,0,1012,306
5431,8498,4,30,11,80,0,0,0,909,694
5432,8518,4,30,11,81,0,0,0,1457,477
5433,8505,4,27,11,77,0,0,0,729,546
5434,8498,4,6,11,86,0,0,0,1333,453
5435,8503,4,16,11,83,0,0,0,1346,622
5436,8513,4,7,11,84,0,0,0,1035,513
5437,8504,4,31,11,85,0,0,0,1447,299
5438,8494,4,30,11,79,0,0,0,1318,479
5439,8508,4,31,17,81,0,0,0,416,505
5440,8514,4,2,11,81,0,0,0,836,417
5441,8495,4,34,11,84,0,0,0,917,414
5442,8516,4,10,11,84,0,0,0,1333,609
5443,8492,4,24,11,84,0,0,0,861,386
5444,8510,4,22,17,90,0,0,0,440,400
5445,8518,4,13,11,78,0,0,0,1157,675
5446,8516,4,7,11,85,0,0,0,1030,341
5447,8518,4,2,11,81,0,0,0,1289,453
5448,8504,4,18,11,84,0,0,0,818,269
5449,8510,4,35,17,80,0,0,0,814,404
5450,8521,4,1,11,85,0,0,0,1557,693
5451,7776,4,37,17,82,0,0,0,710,683
5452,7788,4,38,11,85,0,0,0,1417,477
5453,7788,4,37,17,82,0,0,0,805,647
5454,7763,4,37,17,82,0,0,0,416,261
5455,7773,4,38,11,79,0,0,0,1521,157
5456,7779,4,38,17,81,0,0,0,459,305
5457,7775,4,37,11,81,0,0,0,1328,465
5458,7781,4,37,17,81,0,0,0,568,460
5459,7764,4,37,11,81,0,0,0,1315,551
5460,7770,4,37,17,81,0,0,0,1019,446
5461,7786,4,37,11,85,0,0,0,1481,374
5462,7782,4,37,17,83,0,0,0,723,645
5463,7762,4,38,11,81,0,0,0,1076,622
5464,7780,4,38,11,81,0,0,0,1522,153
5465,7780,4,37,11,85,0,0,0,1180,635
5466,8139,4,38,11,84,0,0,0,1340,641
5467,8156,4,38,11,83,0,0,0,1513,530
5468,8153,4,38,11,81,0,0,0,1032,536
5469,8148,4,37,17,81,0,0,0,851,377
5470,8152,4,38,17,80,0,0,0,560,622
5471,8150,4,38,11,79,0,0,0,1476,436
5472,8143,4,37,11,81,0,0,0,1561,622
5473,8130,4,37,17,85,0,0,0,477,348
5474,8136,4,37,17,79,0,0,0,1076,630
5475,8144,4,38,17,83,0,0,0,869,473
5476,8145,4,37,11,86,0,0,0,1463,330
5477,8135,4,37,17,81,0,0,0,1145,276
5478,8129,4,38,11,80,0,0,0,1249,438
5479,8145,4,38,17,80,0,0,0,602,677
5480,8154,4,37,17,85,0,0,0,1010,254
5481,8513,4,38,17,87,0,0,0,520,597
5482,8513,4,37,11,82,0,0,0,1462,248
5483,8517,4,37,17,83,0,0,0,923,215
5484,8506,4,38,11,85,0,0,0,1446,375
5485,8513,4,38,17,81,0,0,0,691,247
5486,8496,4,37,11,83,0,0,0,1155,348
5487,8518,4,38,17,83,0,0,0,451,170
5488,8502,4,37,11,86,0,0,0,1444,221
5489,8502,4,38,17,81,0,0,0,1143,474
5490,8493,4,37,17,85,0,0,0,817,519
5491,8519,4,37,11,78,0,0,0,1080,452
5492,8505,4,37,17,80,0,0,0,526,448
5493,8510,4,38,11,83,0,0,0,1583,398
5494,8505,4,38,17,85,0,0,0,1440,214
5495,8520,4,38,17,83,0,0,0,840,396
5496,8521,4,38,17,84,0,0,0,805,277
5497,8505,4,37,17,82,0,0,0,450,593
5498,8496,4,38,17,84,0,0,0,872,507
5499,8492,4,38,11,83,0,0,0,1496,570
5500,8518,4,38,17,85,0,0,0,1080,649
5501,7810,4,24,17,82,0,0,491,0,0
5502,7817,4,20,11,80,0,0,613,0,0
5503,7809,4,24,11,79,0,0,768,0,0
5504,7800,4,33,17,81,0,0,485,0,0
5505,7812,4,11,11,83,0,0,669,0,0
5506,7820,4,10,11,85,0,0,833,0,0
5507,7807,4,4,11,80,0,0,701,0,0
5508,7816,4,17,11,83,0,0,579,0,0
5509,7817,4,12,11,78,0,0,742,0,0
5510,7819,4,12,11,80,0,0,470,0,0
5511,7818,4,4,11,85,0,0,524,0,0
5512,7817,4,20,11,87,0,0,745,0,0
5513,7803,4,25,11,77,0,0,747,0,0
5514,7810,4,21,11,82,0,0,650,0,0
5515,7805,4,9,11,80,0,0,577,0,0
5516,7821,4,16,11,80,0,0,652,0,0
5517,7801,4,31,11,86,0,0,776,0,0
5518,7803,4,26,17,84,0,0,693,0,0
5519,7805,4,10,11,84,0,0,557,0,0
5520,7817,4,11,11,82,0,0,757,0,0
5521,7818,4,10,11,81,0,0,526,0,0
5522,7814,4,23,17,79,0,0,485,0,0
5523,7813,4,10,11,81,0,0,643,0,0
5524,7797,4,7,11,80,0,0,939,0,0
5525,7798,4,29,11,82,0,0,746,0,0
5526,7809,4,15,11,80,0,0,379,0,0
5527,7800,4,26,17,77,0,0,608,0,0
5528,7808,4,13,11,80,0,0,476,0,0
5529,7810,4,30,11,81,0,0,568,0,0
5530,7821,4,19,11,79,0,0,696,0,0
5531,7819,4,9,11,80,0,0,996,0,0
5532,7795,4,20,11,85,0,0,653,0,0
5533,7809,4,1,11,83,0,0,836,0,0
5534,7795,4,20,11,81,0,0,971,0,0
5535,7812,4,26,11,81,0,0,870,0,0
5536,7807,4,33,17,85,0,0,669,0,0
5537,7804,4,31,17,80,0,0,600,0,0
5538,7822,4,14,17,82,0,0,670,0,0
5539,7797,4,27,11,83,0,0,557,0,0
5540,7806,4,19,11,83,0,0,627,0,0
5541,8159,4,35,17,82,0,0,741,0,0
5542,8162,4,8,11,80,0,0,525,0,0
5543,8159,4,15,11,86,0,0,586,0,0
5544,8180,4,2,11,80,0,0,616,0,0
5545,8172,4,31,11,80,0,0,845,0,0
5546,8167,4,9,11,79,0,0,569,0,0
5547,8172,4,3,11,78,0,0,670,0,0
5548,8170,4,9,11,83,0,0,722,0,0
5549,8177,4,10,11,79,0,0,605,0,0
5550,8174,4,17,11,83,0,0,911,0,0
5551,8175,4,34,17,84,0,0,638,0,0
5552,8182,4,9,11,79,0,0,895,0,0
5553,8186,4,30,11,85,0,0,690,0,0
5554,8174,4,30,17,87,0,0,488,0,0
5555,8160,4,19,11,85,0,0,715,0,0
5556,8160,4,22,11,83,0,0,495,0,0
5557,8158,4,32,17,84,0,0,534,0,0
5558,8185,4,28,11,83,0,0,749,0,0
5559,8183,4,33,17,83,0,0,647,0,0
5560,8175,4,36,17,85,0,0,610,0,0
5561,8157,4,21,11,82,0,0,614,0,0
5562,8176,4,22,11,79,0,0,464,0,0
5563,8178,4,33,17,80,0,0,459,0,0
5564,8170,4,28,11,79,0,0,896,0,0
5565,8187,4,29,11,82,0,0,597,0,0
5566,8176,4,13,17,81,0,0,586,0,0
5567,8163,4,34,17,82,0,0,586,0,0
5568,8168,4,29,11,81,0,0,691,0,0
5569,8163,4,4,11,86,0,0,759,0,0
5570,8158,4,8,11,86,0,0,519,0,0
5571,8161,4,6,11,85,0,0,653,0,0
5572,8170,4,29,11,79,0,0,663,0,0
5573,8184,4,32,11,79,0,0,855,0,0
5574,8167,4,30,11,81,0,0,828,0,0
5575,8186,4,12,11,78,0,0,379,0,0
5576,8175,4,13,17,85,0,0,454,0,0
5577,8180,4,30,17,84,0,0,603,0,0
5578,8168,4,20,11,86,0,0,519,0,0
5579,8178,4,4,11,79,0,0,518,0,0
5580,8174,4,4,11,83,0,0,594,0,0
5581,8169,4,13,17,85,0,0,552,0,0
5582,8169,4,26,11,81,0,0,454,0,0
5583,8178,4,21,11,82,0,0,576,0,0
5584,8165,4,13,11,84,0,0,895,0,0
5585,8168,4,32,17,81,0,0,348,0,0
5586,8187,4,1,11,85,0,0,527,0,0
5587,8169,4,28,17,82,0,0,437,0,0
5588,8164,4,35,17,81,0,0,882,0,0
5589,8177,4,23,11,79,0,0,434,0,0
5590,8166,4,33,17,85,0,0,329,0,0
5591,8174,4,34,17,83,0,0,448,0,0
5592,8171,4,31,11,79,0,0,837,0,0
